title,year,venue,doi,url,source,query,score
A Low‐Drift Legged Robot State‐Estimation System Through Combined Physics‐Informed Contact Estimation Network and Full Joint State,2026,Journal of Field Robotics,10.1002/rob.70253,https://doi.org/10.1002/rob.70253,crossref,tactile state estimation robot contact dynamics,0.667
Force-Aware Multimodal Imitation Learning: Transformer-driven CVAE for long-horizon contact-rich manipulation,2026,Biomimetic Intelligence and Robotics,10.1016/j.birob.2026.100336,https://doi.org/10.1016/j.birob.2026.100336,crossref,contact-rich manipulation tactile force sensing,0.667
Learning-based State and Contact Estimation for Tendon-Driven Soft Robot Fingers using Multimodal Sensing,2026,2026 IEEE 9th International Conference on Soft Robotics (RoboSoft),10.1109/robosoft67810.2026.11522885,https://doi.org/10.1109/robosoft67810.2026.11522885,crossref,tactile state estimation robot contact dynamics,0.667
ViTaDex: Vision–Tactile Fusion for 6-D Object-in-Hand Pose Estimation in Dexterous Anthropomorphic Manipulation,2026,IEEE Transactions on Industrial Informatics,10.1109/tii.2025.3646626,https://doi.org/10.1109/tii.2025.3646626,crossref,in-hand manipulation tactile sensing contact,0.667
Vision and Tactile Sensing for DLO Manipulation and Pin Insertion in Robotic Connector Assembly,2026,IEEE/ASME Transactions on Mechatronics,10.1109/tmech.2026.3654272,https://doi.org/10.1109/tmech.2026.3654272,crossref,in-hand manipulation tactile sensing contact,0.667
A Multi-Fingered Robotic Hand With Fiber-Optic Force and Tactile Sensing for Remote Manipulation_supp1-3645962.mp4,None,,10.1109/tro.2025.3645962/mm1,https://doi.org/10.1109/tro.2025.3645962/mm1,crossref,contact-rich manipulation tactile force sensing,0.667
A base force/torque sensor approach to robot manipulator inertial parameter estimation,None,Proceedings. 1998 IEEE International Conference on Robotics and Automation (Cat. No.98CH36146),10.1109/robot.1998.680950,https://doi.org/10.1109/robot.1998.680950,crossref,force torque tactile residual estimation robot,0.667
A force-reflecting teleoperated hand system for the study of tactile sensing in precision manipulation,None,Proceedings 1992 IEEE International Conference on Robotics and Automation,10.1109/robot.1992.220166,https://doi.org/10.1109/robot.1992.220166,crossref,contact-rich manipulation tactile force sensing,0.667
Adaptive contact-rich manipulation through few-shot imitation learning with Force-Torque feedback and pre-trained object representations_supp1-3497713.mp4,None,,10.1109/lra.2024.3497713/mm1,https://doi.org/10.1109/lra.2024.3497713/mm1,crossref,contact-rich manipulation tactile force sensing,0.667
FORGE: Force-Guided Exploration for Robust Contact-Rich Manipulation Under Uncertainty_supp1-3551637.mp4,None,,10.1109/lra.2025.3551637/mm1,https://doi.org/10.1109/lra.2025.3551637/mm1,crossref,contact-rich manipulation tactile force sensing,0.667
FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp1-3662618.mp4,None,,10.1109/lra.2026.3662618/mm2,https://doi.org/10.1109/lra.2026.3662618/mm2,crossref,contact-rich manipulation tactile force sensing,0.667
FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp2-3662618.mp4,None,,10.1109/lra.2026.3662618/mm1,https://doi.org/10.1109/lra.2026.3662618/mm1,crossref,contact-rich manipulation tactile force sensing,0.667
FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp3-3662618.mp4,None,,10.1109/lra.2026.3662618/mm4,https://doi.org/10.1109/lra.2026.3662618/mm4,crossref,contact-rich manipulation tactile force sensing,0.667
FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation_supp4-3662618.mp4,None,,10.1109/lra.2026.3662618/mm3,https://doi.org/10.1109/lra.2026.3662618/mm3,crossref,contact-rich manipulation tactile force sensing,0.667
FoAR: Force-Aware Reactive Policy for Contact-Rich Robotic Manipulation_supp1-3560871.mp4,None,,10.1109/lra.2025.3560871/mm1,https://doi.org/10.1109/lra.2025.3560871/mm1,crossref,contact-rich manipulation tactile force sensing,0.667
Sensing of contact point between a grasped object and environment by tactile behavior of a parallel two-fingered hand,None,1996 IEEE/SICE/RSJ International Conference on Multisensor Fusion and Integration for Intelligent Systems (Cat. No.96TH8242),10.1109/mfi.1996.572182,https://doi.org/10.1109/mfi.1996.572182,crossref,in-hand manipulation tactile sensing contact,0.667
Robot Tactile Sensing: A New Array Sensor,1985,IFAC Proceedings Volumes,10.1016/s1474-6670(17)59973-5,https://doi.org/10.1016/s1474-6670(17)59973-5,crossref,unexpected contact robot tactile sensing,0.600
Robot tracking and control issues in an intelligent error recovery system,1986,Proceedings. 1986 IEEE International Conference on Robotics and Automation,10.1109/robot.1986.1087619,https://doi.org/10.1109/robot.1986.1087619,crossref,tactile prediction error robot control,0.600
Integration of Vision and Tactile Sensors in a Robot Control System,1987,IFAC Proceedings Volumes,10.1016/s1474-6670(17)55340-9,https://doi.org/10.1016/s1474-6670(17)55340-9,crossref,tactile prediction error robot control,0.600
Prediction-Based Vision for Robot Control,1987,Computer,10.1109/mc.1987.1663660,https://doi.org/10.1109/mc.1987.1663660,crossref,tactile prediction error robot control,0.600
Robot Hands and Tactile Sensing,1987,AI in the 1980s and Beyond,10.7551/mitpress/1166.003.0013,https://doi.org/10.7551/mitpress/1166.003.0013,crossref,unexpected contact robot tactile sensing,0.600
Robot Tactile Sensing and Schema Control,1987,"Vision, Brain, and Cooperative Computation",10.7551/mitpress/7113.003.0023,https://doi.org/10.7551/mitpress/7113.003.0023,crossref,unexpected contact robot tactile sensing,0.600
The design and control of a robot finger for tactile sensing,1988,Journal of Robotic Systems,10.1002/rob.4620050605,https://doi.org/10.1002/rob.4620050605,crossref,tactile prediction error robot control,0.600
A Survey of Robot Tactile Sensing Technology,1989,The International Journal of Robotics Research,10.1177/027836498900800301,https://doi.org/10.1177/027836498900800301,crossref,unexpected contact robot tactile sensing,0.600
A neural network for tactile sensing: the Hertzian contact problem,1989,International Joint Conference on Neural Networks,10.1109/ijcnn.1989.118590,https://doi.org/10.1109/ijcnn.1989.118590,crossref,unexpected contact robot tactile sensing,0.600
CONTROL ASPECTS OF AN INTEGRATED SENSOR BASED ROBOT SYSTEM WITH NOVEL TACTILE PADS,1989,Robot Control 1988 (Syroco '88),10.1016/b978-0-08-035742-3.50055-1,https://doi.org/10.1016/b978-0-08-035742-3.50055-1,crossref,tactile prediction error robot control,0.600
Contact sensing palm for the Salisbury robot hand,1990,,10.2172/6529634,https://doi.org/10.2172/6529634,crossref,unexpected contact robot tactile sensing,0.600
Tactile detection of slip: surface microgeometry and peripheral neural codes,1990,Journal of Neurophysiology,10.1152/jn.1990.63.6.1323,https://doi.org/10.1152/jn.1990.63.6.1323,crossref,slip detection tactile manipulation robot,0.600
OBSTACLE AVOIDANCE USING TACTILE SENSING FOR AN AUTONOMOUS MOBILE ROBOT,1992,Motion Control for Intelligent Automation,10.1016/b978-0-08-042058-5.50055-1,https://doi.org/10.1016/b978-0-08-042058-5.50055-1,crossref,unexpected contact robot tactile sensing,0.600
Object-slip detection during manipulation using a derived force vector,1992,Mechatronics,10.1016/0957-4158(92)90034-l,https://doi.org/10.1016/0957-4158(92)90034-l,crossref,slip detection tactile manipulation robot,0.600
051 Obstacle avoidance using tactile sensing for an autonomous mobile robot,1993,Control Engineering Practice,10.1016/0967-0661(93)91446-4,https://doi.org/10.1016/0967-0661(93)91446-4,crossref,unexpected contact robot tactile sensing,0.600
A fast tracking error control method for an autonomous mobile robot,1993,Robotica,10.1017/s0263574700016076,https://doi.org/10.1017/s0263574700016076,crossref,tactile prediction error robot control,0.600
Special Issue: Robot Behavior. Adaptive Behavior. Tactile Based Robot Motions and Robot Motions for Tactile Sensing.,1993,Journal of the Robotics Society of Japan,10.7210/jrsj.11.1171,https://doi.org/10.7210/jrsj.11.1171,crossref,unexpected contact robot tactile sensing,0.600
Design of Three-dimensional Tactile Sensor Applying Optical Waveguide Plate Based on FEM Contact Analysis and Implementation of Robotic Tactile Sensing System Using Image Data Processing Technique,1995,Computational Mechanics ’95,10.1007/978-3-642-79654-8_242,https://doi.org/10.1007/978-3-642-79654-8_242,crossref,unexpected contact robot tactile sensing,0.600
Tactile image sensors for robot assembly: Preprocessing and control,1995,Control Engineering Practice,10.1016/0967-0661(95)90115-9,https://doi.org/10.1016/0967-0661(95)90115-9,crossref,tactile prediction error robot control,0.600
Filter-error-learning neural networks for stable trajectory tracking control of robot manipulators,1996,Mechatronics,10.1016/0957-4158(95)00067-4,https://doi.org/10.1016/0957-4158(95)00067-4,crossref,tactile prediction error robot control,0.600
Incipient Slip Detection and Control Using a Rubber-Based Tactile Sensor,1996,IFAC Proceedings Volumes,10.1016/s1474-6670(17)57707-1,https://doi.org/10.1016/s1474-6670(17)57707-1,crossref,slip detection tactile manipulation robot,0.600
SMOOTH SLIDING CONTROL OF UNCERTAIN SYSTEMS BASED ON A PREDICTION ERROR,1997,International Journal of Robust and Nonlinear Control,10.1002/(sici)1099-1239(199704)7:4<353::aid-rnc281>3.0.co;2-8,https://doi.org/10.1002/(sici)1099-1239(199704)7:4<353::aid-rnc281>3.0.co;2-8,crossref,tactile prediction error robot control,0.600
Motion control of three-link brachiation robot by using final-state control with error learning,1998,IEEE/ASME Transactions on Mechatronics,10.1109/3516.686680,https://doi.org/10.1109/3516.686680,crossref,tactile prediction error robot control,0.600
Piezoelectric and pyroelectric transient signal analysis for detection of the temperature of a contact object for robotic tactile sensing,1998,Sensors and Actuators A: Physical,10.1016/s0924-4247(98)00159-9,https://doi.org/10.1016/s0924-4247(98)00159-9,crossref,contact event detection tactile robot,0.600
"Advances in grasping and vehicle contact identification : analysis, design and testing of robust methods for underwater robot manipulation",1999,,10.1575/1912/4695,https://doi.org/10.1575/1912/4695,crossref,tactile contact detection robot manipulation,0.600
Translational and rotational slip detection and control in robotic manipulation,1999,IFAC Proceedings Volumes,10.1016/s1474-6670(17)56110-8,https://doi.org/10.1016/s1474-6670(17)56110-8,crossref,slip detection tactile manipulation robot,0.600
Fault detection for robot manipulators with parametric uncertainty: a prediction-error-based approach,2000,IEEE Transactions on Robotics and Automation,10.1109/70.897780,https://doi.org/10.1109/70.897780,crossref,tactile prediction error robot control,0.600
Slip detection and control using tactile and force sensors,2000,IEEE/ASME Transactions on Mechatronics,10.1109/3516.868914,https://doi.org/10.1109/3516.868914,crossref,slip detection tactile manipulation robot,0.600
Event-related FMRI of tactile stimulus detection,2001,NeuroImage,10.1016/s1053-8119(01)92255-4,https://doi.org/10.1016/s1053-8119(01)92255-4,crossref,contact event detection tactile robot,0.600
Enumeration of Contact Geometries for Kinematic Registration Using Tactile Sensing Fixtures,2002,Volume 5: 27th Biennial Mechanisms and Robotics Conference,10.1115/detc2002/mech-34324,https://doi.org/10.1115/detc2002/mech-34324,crossref,unexpected contact robot tactile sensing,0.600
Robot Tactile Sensing,2004,Industrial Electronics,10.1201/9781420036336.ch74,https://doi.org/10.1201/9781420036336.ch74,crossref,unexpected contact robot tactile sensing,0.600
Rotational contact model of soft fingertip for tactile sensing,2004,"IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA '04. 2004",10.1109/robot.2004.1307510,https://doi.org/10.1109/robot.2004.1307510,crossref,unexpected contact robot tactile sensing,0.600
Human–Robot-Contact-State Identification Based on Tactile Recognition,2005,IEEE Transactions on Industrial Electronics,10.1109/tie.2005.858739,https://doi.org/10.1109/tie.2005.858739,crossref,tactile contact detection robot manipulation,0.600
Development of tactile sensor with functions of contact force and thermal sensing for attachment to intelligent robot finger tip,2006,2006 5th IEEE Conference on Sensors,10.1109/icsens.2007.355911,https://doi.org/10.1109/icsens.2007.355911,crossref,tactile contact detection robot manipulation,0.600
"Error and conflict, prediction, and the adaptive regulation of control",2006,PsycEXTRA Dataset,10.1037/e527352012-034,https://doi.org/10.1037/e527352012-034,crossref,tactile prediction error robot control,0.600
Fabrication and Characterization of 4-DOF Soft-Contact Tactile Sensor and Application to Robot Fingers,2006,2006 IEEE International Symposium on MicroNanoMechanical and Human Science,10.1109/mhs.2006.320271,https://doi.org/10.1109/mhs.2006.320271,crossref,tactile contact detection robot manipulation,0.600
Tactile Retina for Slip Detection,2006,"2006 IEEE Symposium on Virtual Environments, Human-Computer Interfaces and Measurement Systems",10.1109/vecims.2006.250799,https://doi.org/10.1109/vecims.2006.250799,crossref,slip detection tactile manipulation robot,0.600
